entry_time,exit_time,ride_preference_1,ride_preference_2,ride_preference_3
14,18,Giant Wheel,Merry Go Round,Inverted Coaster
11,16,Haunted House,Circus Train,Drop Tower
10,17,Merry Go Round,Roller Coaster,Superman Ride
12,17,Flying Coaster,Bumper Cars,Giant Wheel
10,14,Giant Wheel,Haunted House,Merry Go Round
12,17,Flying Coaster,Flying Coaster,Merry Go Round
14,18,Go-Karts,Dizzy Dropper,Flying Coaster
13,17,Flying Coaster,Go-Karts,Go-Karts
12,18,Flying Coaster,Merry Go Round,Spinning Coaster
12,18,Flying Coaster,Roller Coaster,Flying Coaster
10,18,Flying Coaster,Himalaya Ride,Drop Tower
10,17,Merry Go Round,Bumper Cars,Circus Train
14,18,Himalaya Ride,Bumper Cars,Inverted Coaster
13,17,Flying Coaster,Flying Coaster,Flying Coaster
11,18,Merry Go Round,Flying Coaster,Spiral Slide
14,18,Giga Coaster,Kiddie Coaster,Merry Go Round
10,17,Merry Go Round,Flying Coaster,Bungee Jump
10,14,Flying Coaster,Merry Go Round,Giant Wheel
14,18,Giant Wheel,Free Fall,Merry Go Round
12,17,Kiddie Coaster,Bungee Jump,Free Fall
11,17,Flying Coaster,Bungee Jump,Bungee Jump
10,15,Free Fall,Bungee Jump,Flying Coaster
13,17,Free Fall,Merry Go Round,Rapids Ride
11,18,Flying Coaster,Oz Theatre,Circus Train
11,16,Merry Go Round,Rapids Ride,Flying Coaster
14,18,Merry Go Round,Circus Train,Swing Ride
14,18,Superman Ride,Merry Go Round,Merry Go Round
11,15,Flying Coaster,Flying Coaster,Merry Go Round
13,18,Kiddie Coaster,Flying Coaster,Crazy Dance
12,16,Flying Coaster,Flying Coaster,Free Fall
14,18,Giant Wheel,Merry Go Round,Giant Wheel
13,18,Flying Coaster,Go-Karts,Flying Coaster
12,18,Swing Ride,Kiddie Coaster,Flying Coaster
14,18,Circus Train,Flying Coaster,Flying Coaster
14,18,Bumper Cars,Spinning Coaster,Inverted Coaster
12,17,Go-Karts,Merry Go Round,Spiral Slide
10,15,Dizzy Dropper,Flying Coaster,Inverted Coaster
13,17,Inverted Coaster,Rapids Ride,Go-Karts
10,16,Circus Train,Flying Coaster,Giant Wheel
10,15,Go-Karts,Flying Coaster,Flying Coaster
12,18,Circus Train,Flying Coaster,Go-Karts
12,16,Giant Wheel,Flying Coaster,Go-Karts
10,16,Flying Coaster,Inverted Coaster,Merry Go Round
12,17,Superman Ride,Circus Train,Free Fall
14,18,Flying Coaster,Flying Coaster,Flying Coaster
12,16,Merry Go Round,Bumper Cars,Go-Karts
10,14,Flying Coaster,Merry Go Round,Spinning Coaster
12,18,Superman Ride,Flying Coaster,Rapids Ride
12,17,Drop Tower,Flying Coaster,Flying Coaster
12,17,Flying Coaster,Haunted House,Merry Go Round
14,18,Haunted House,Drop Tower,Flying Coaster
12,18,Flying Coaster,Inverted Coaster,Dizzy Dropper
10,15,Flying Coaster,Bungee Jump,Giant Wheel
13,17,Swing Ride,Merry Go Round,Flying Coaster
13,17,Haunted House,Giant Wheel,Circus Train
11,18,Water Ride,Flying Coaster,Merry Go Round
10,14,Bumper Cars,Flying Coaster,Inverted Coaster
14,18,Merry Go Round,Giant Wheel,Inverted Coaster
14,18,Rapids Ride,Kiddie Coaster,Spinning Coaster
12,17,Bumper Cars,Merry Go Round,Bungee Jump
14,18,Go-Karts,Bungee Jump,Circus Train
13,17,Bumper Cars,Circus Train,Superman Ride
12,17,Swing Ride,Zipline,Go-Karts
11,15,Flying Coaster,Go-Karts,Flying Coaster
12,16,Crazy Dance,Water Ride,Giant Wheel
14,18,Merry Go Round,Spinning Coaster,Flying Coaster
14,18,Kiddie Coaster,Inverted Coaster,Merry Go Round
10,14,Flying Coaster,Bumper Cars,Giant Wheel
12,17,Flying Coaster,Flying Coaster,Kiddie Coaster
14,18,Flying Coaster,Bungee Jump,Crazy Dance
13,17,Bumper Cars,Water Ride,Spinning Coaster
12,18,Giant Wheel,Flying Coaster,Roller Coaster
12,17,Flying Coaster,Flying Coaster,Bumper Cars
12,16,Oz Theatre,Merry Go Round,Giant Wheel
10,17,Merry Go Round,Swing Ride,Free Fall
11,18,Water Ride,Flying Coaster,Giant Wheel
11,18,Crazy Dance,Drop Tower,Go-Karts
10,18,Inverted Coaster,Free Fall,Giant Wheel
10,15,Go-Karts,Flying Coaster,Flying Coaster
13,17,Bungee Jump,Drop Tower,Flying Coaster
10,16,Bungee Jump,Oz Theatre,Circus Train
11,18,Giant Wheel,Circus Train,Bungee Jump
11,17,Go-Karts,Merry Go Round,Bungee Jump
11,17,Merry Go Round,Go-Karts,Inverted Coaster
10,15,Flying Coaster,Merry Go Round,Inverted Coaster
11,15,Flying Coaster,Bungee Jump,Spinning Coaster
12,17,Merry Go Round,Merry Go Round,Flying Coaster
10,14,Circus Train,Spinning Coaster,Superman Ride
14,18,Giant Wheel,Go-Karts,Merry Go Round
10,15,Merry Go Round,Bungee Jump,Water Ride
11,16,Merry Go Round,Flying Coaster,Roller Coaster
12,18,Swing Ride,Merry Go Round,Go-Karts
12,16,Merry Go Round,Flying Coaster,Flying Coaster
10,16,Bumper Cars,Flying Coaster,Flying Coaster
14,18,Go-Karts,Flying Coaster,Bumper Cars
11,17,Flying Coaster,Merry Go Round,Kiddie Coaster
10,15,Kiddie Coaster,Flying Coaster,Inverted Coaster
14,18,Flying Coaster,Circus Train,Spiral Slide
12,16,Merry Go Round,Go-Karts,Spinning Coaster
10,16,Merry Go Round,Go-Karts,Giga Coaster
12,16,Crazy Dance,Spinning Coaster,Flying Coaster
12,16,Spinning Coaster,Merry Go Round,Go-Karts
10,16,Superman Ride,Circus Train,Bungee Jump
10,18,Bumper Cars,Himalaya Ride,Merry Go Round
13,17,Water Ride,Swing Ride,Flying Coaster
13,18,Bungee Jump,Go-Karts,Kiddie Coaster
13,18,Flying Coaster,Flying Coaster,Bungee Jump
13,18,Merry Go Round,Superman Ride,Flying Coaster
10,17,Flying Coaster,Giant Wheel,Spiral Slide
10,16,Haunted House,Flying Coaster,Merry Go Round
11,17,Water Ride,Water Ride,Flying Coaster
13,18,Spinning Coaster,Flying Coaster,Inverted Coaster
10,16,Merry Go Round,Giant Wheel,Flying Coaster
11,16,Bungee Jump,Zipline,Flying Coaster
13,17,Circus Train,Giant Wheel,Flying Coaster
11,18,Zipline,Inverted Coaster,Flying Coaster
11,15,Go-Karts,Giant Wheel,Flying Coaster
10,16,Haunted House,Circus Train,Flying Coaster
14,18,Flying Coaster,Flying Coaster,Spiral Slide
13,17,Haunted House,Flying Coaster,Bumper Cars
12,16,Flying Coaster,Bungee Jump,Kiddie Coaster
10,16,Merry Go Round,Swing Ride,Flying Coaster
13,18,Swing Ride,Merry Go Round,Kiddie Coaster
10,16,Bungee Jump,Giant Wheel,Inverted Coaster
14,18,Superman Ride,Circus Train,Free Fall
10,18,Spinning Coaster,Merry Go Round,Merry Go Round
11,17,Merry Go Round,Flying Coaster,Bumper Cars
12,17,Merry Go Round,Merry Go Round,Merry Go Round
13,18,Bumper Cars,Spiral Slide,Water Ride
14,18,Merry Go Round,Rapids Ride,Swing Ride
12,17,Inverted Coaster,Circus Train,Superman Ride
13,18,Spinning Coaster,Merry Go Round,Flying Coaster
11,17,Bungee Jump,Flying Coaster,Flying Coaster
13,18,Swing Ride,Go-Karts,Giant Wheel
11,17,Flying Coaster,Merry Go Round,Spinning Coaster
10,14,Superman Ride,Circus Train,Flying Coaster
14,18,Spinning Coaster,Bungee Jump,Flying Coaster
10,15,Merry Go Round,Flying Coaster,Merry Go Round
13,18,Merry Go Round,Go-Karts,Go-Karts
12,16,Merry Go Round,Haunted House,Superman Ride
13,18,Inverted Coaster,Flying Coaster,Flying Coaster
11,18,Inverted Coaster,Spiral Slide,Swing Ride
10,17,Merry Go Round,Drop Tower,Merry Go Round
14,18,Flying Coaster,Flying Coaster,Merry Go Round
10,15,Circus Train,Circus Train,Go-Karts
14,18,Spinning Coaster,Superman Ride,Free Fall
10,15,Merry Go Round,Giant Wheel,Flying Coaster
11,17,Circus Train,Go-Karts,Merry Go Round
11,15,Zipline,Dizzy Dropper,Swing Ride
10,17,Swing Ride,Merry Go Round,Merry Go Round
10,16,Rapids Ride,Flying Coaster,Merry Go Round
12,18,Dizzy Dropper,Flying Coaster,Spinning Coaster
12,18,Go-Karts,Merry Go Round,Bungee Jump
14,18,Spinning Coaster,Bumper Cars,Circus Train
10,14,Flying Coaster,Merry Go Round,Merry Go Round
12,18,Giant Wheel,Spiral Slide,Giant Wheel
12,16,Spinning Coaster,Flying Coaster,Flying Coaster
12,18,Flying Coaster,Merry Go Round,Spinning Coaster
13,17,Oz Theatre,Merry Go Round,Flying Coaster
13,17,Flying Coaster,Go-Karts,Merry Go Round
10,14,Himalaya Ride,Go-Karts,Merry Go Round
12,16,Flying Coaster,Flying Coaster,Flying Coaster
12,16,Crazy Dance,Dizzy Dropper,Go-Karts
13,18,Flying Coaster,Flying Coaster,Haunted House
14,18,Flying Coaster,Free Fall,Go-Karts
10,18,Flying Coaster,Flying Coaster,Kiddie Coaster
11,15,Bungee Jump,Flying Coaster,Kiddie Coaster
11,16,Merry Go Round,Superman Ride,Inverted Coaster
10,15,Inverted Coaster,Flying Coaster,Himalaya Ride
12,17,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Merry Go Round,Flying Coaster,Merry Go Round
10,18,Kiddie Coaster,Drop Tower,Superman Ride
10,14,Circus Train,Flying Coaster,Swing Ride
14,18,Flying Coaster,Flying Coaster,Oz Theatre
12,16,Inverted Coaster,Flying Coaster,Flying Coaster
10,14,Haunted House,Flying Coaster,Bungee Jump
14,18,Swing Ride,Inverted Coaster,Flying Coaster
10,15,Bungee Jump,Haunted House,Free Fall
13,17,Go-Karts,Spinning Coaster,Go-Karts
11,15,Circus Train,Roller Coaster,Merry Go Round
14,18,Go-Karts,Flying Coaster,Flying Coaster
13,18,Giant Wheel,Haunted House,Merry Go Round
13,18,Giant Wheel,Zipline,Flying Coaster
11,16,Flying Coaster,Merry Go Round,Flying Coaster
12,18,Flying Coaster,Merry Go Round,Merry Go Round
13,17,Free Fall,Flying Coaster,Go-Karts
12,17,Merry Go Round,Swing Ride,Drop Tower
13,17,Kiddie Coaster,Spinning Coaster,Roller Coaster
10,16,Flying Coaster,Drop Tower,Merry Go Round
10,18,Kiddie Coaster,Circus Train,Flying Coaster
14,18,Drop Tower,Dizzy Dropper,Bumper Cars
14,18,Spinning Coaster,Bungee Jump,Giga Coaster
11,18,Kiddie Coaster,Rapids Ride,Giant Wheel
10,18,Giant Wheel,Kiddie Coaster,Superman Ride
12,17,Himalaya Ride,Spinning Coaster,Inverted Coaster
11,15,Flying Coaster,Haunted House,Flying Coaster
11,17,Flying Coaster,Superman Ride,Free Fall
13,17,Dizzy Dropper,Spinning Coaster,Zipline
13,18,Spinning Coaster,Inverted Coaster,Flying Coaster
13,18,Go-Karts,Go-Karts,Flying Coaster
13,17,Oz Theatre,Flying Coaster,Merry Go Round
10,18,Roller Coaster,Flying Coaster,Spiral Slide
13,17,Spinning Coaster,Merry Go Round,Circus Train
11,16,Flying Coaster,Flying Coaster,Haunted House
13,17,Spinning Coaster,Flying Coaster,Go-Karts
11,18,Flying Coaster,Himalaya Ride,Crazy Dance
12,18,Water Ride,Giant Wheel,Swing Ride
10,14,Go-Karts,Flying Coaster,Flying Coaster
13,18,Merry Go Round,Oz Theatre,Go-Karts
11,16,Flying Coaster,Merry Go Round,Spinning Coaster
12,17,Water Ride,Rapids Ride,Superman Ride
10,18,Giant Wheel,Flying Coaster,Spinning Coaster
12,18,Flying Coaster,Merry Go Round,Flying Coaster
10,15,Merry Go Round,Flying Coaster,Merry Go Round
13,17,Bumper Cars,Roller Coaster,Spinning Coaster
13,18,Merry Go Round,Superman Ride,Haunted House
13,18,Merry Go Round,Flying Coaster,Drop Tower
14,18,Flying Coaster,Merry Go Round,Giant Wheel
13,17,Merry Go Round,Merry Go Round,Drop Tower
13,18,Zipline,Flying Coaster,Giant Wheel
14,18,Oz Theatre,Rapids Ride,Kiddie Coaster
13,17,Swing Ride,Bumper Cars,Flying Coaster
14,18,Spinning Coaster,Flying Coaster,Go-Karts
13,17,Drop Tower,Merry Go Round,Bungee Jump
10,16,Zipline,Superman Ride,Bungee Jump
14,18,Rapids Ride,Bungee Jump,Bungee Jump
12,17,Flying Coaster,Merry Go Round,Water Ride
13,18,Kiddie Coaster,Go-Karts,Kiddie Coaster
13,17,Flying Coaster,Flying Coaster,Flying Coaster
11,18,Swing Ride,Go-Karts,Flying Coaster
13,18,Bungee Jump,Bumper Cars,Water Ride
11,17,Bungee Jump,Merry Go Round,Superman Ride
11,15,Spinning Coaster,Merry Go Round,Swing Ride
11,18,Kiddie Coaster,Flying Coaster,Flying Coaster
10,18,Flying Coaster,Circus Train,Flying Coaster
12,16,Go-Karts,Rapids Ride,Flying Coaster
14,18,Merry Go Round,Flying Coaster,Giant Wheel
11,17,Water Ride,Flying Coaster,Bumper Cars
11,17,Go-Karts,Circus Train,Flying Coaster
10,14,Merry Go Round,Giga Coaster,Oz Theatre
10,17,Flying Coaster,Flying Coaster,Himalaya Ride
13,17,Merry Go Round,Bungee Jump,Spinning Coaster
11,16,Haunted House,Crazy Dance,Haunted House
12,18,Superman Ride,Flying Coaster,Flying Coaster
10,17,Rapids Ride,Flying Coaster,Bungee Jump
10,18,Merry Go Round,Giant Wheel,Spinning Coaster
12,18,Kiddie Coaster,Flying Coaster,Flying Coaster
11,17,Kiddie Coaster,Swing Ride,Merry Go Round
13,17,Flying Coaster,Go-Karts,Haunted House
13,18,Go-Karts,Bumper Cars,Merry Go Round
12,16,Go-Karts,Flying Coaster,Merry Go Round
11,17,Flying Coaster,Haunted House,Haunted House
11,18,Flying Coaster,Kiddie Coaster,Flying Coaster
12,17,Flying Coaster,Merry Go Round,Go-Karts
11,17,Haunted House,Go-Karts,Flying Coaster
11,16,Spiral Slide,Haunted House,Free Fall
11,15,Kiddie Coaster,Bungee Jump,Giant Wheel
12,17,Flying Coaster,Flying Coaster,Merry Go Round
14,18,Rapids Ride,Giant Wheel,Merry Go Round
10,14,Go-Karts,Flying Coaster,Flying Coaster
13,17,Rapids Ride,Spinning Coaster,Bungee Jump
11,17,Crazy Dance,Kiddie Coaster,Inverted Coaster
11,16,Merry Go Round,Merry Go Round,Kiddie Coaster
11,17,Water Ride,Bungee Jump,Swing Ride
14,18,Bumper Cars,Flying Coaster,Superman Ride
14,18,Giga Coaster,Merry Go Round,Spinning Coaster
14,18,Dizzy Dropper,Circus Train,Flying Coaster
11,18,Flying Coaster,Flying Coaster,Go-Karts
11,15,Circus Train,Flying Coaster,Spinning Coaster
13,18,Flying Coaster,Spinning Coaster,Flying Coaster
14,18,Flying Coaster,Inverted Coaster,Roller Coaster
12,16,Merry Go Round,Merry Go Round,Flying Coaster
14,18,Flying Coaster,Merry Go Round,Flying Coaster
10,17,Free Fall,Merry Go Round,Go-Karts
12,17,Bungee Jump,Flying Coaster,Spinning Coaster
11,18,Merry Go Round,Giant Wheel,Flying Coaster
14,18,Go-Karts,Merry Go Round,Merry Go Round
10,16,Flying Coaster,Go-Karts,Go-Karts
11,18,Merry Go Round,Giant Wheel,Flying Coaster
13,18,Circus Train,Go-Karts,Merry Go Round
13,18,Roller Coaster,Flying Coaster,Flying Coaster
11,17,Flying Coaster,Rapids Ride,Merry Go Round
12,16,Go-Karts,Go-Karts,Flying Coaster
13,17,Flying Coaster,Rapids Ride,Merry Go Round
13,18,Merry Go Round,Spinning Coaster,Crazy Dance
13,17,Merry Go Round,Dizzy Dropper,Flying Coaster
14,18,Spiral Slide,Flying Coaster,Free Fall
12,17,Swing Ride,Flying Coaster,Bumper Cars
11,18,Merry Go Round,Flying Coaster,Bumper Cars
12,18,Swing Ride,Superman Ride,Circus Train
10,14,Giant Wheel,Giant Wheel,Inverted Coaster
12,18,Giant Wheel,Zipline,Swing Ride
13,17,Merry Go Round,Himalaya Ride,Merry Go Round
10,15,Go-Karts,Flying Coaster,Kiddie Coaster
14,18,Superman Ride,Flying Coaster,Spinning Coaster
13,18,Merry Go Round,Merry Go Round,Flying Coaster
14,18,Dizzy Dropper,Merry Go Round,Flying Coaster
12,17,Circus Train,Flying Coaster,Bungee Jump
12,16,Spinning Coaster,Free Fall,Free Fall
14,18,Kiddie Coaster,Giant Wheel,Giga Coaster
13,18,Drop Tower,Go-Karts,Merry Go Round
12,18,Water Ride,Spinning Coaster,Bumper Cars
14,18,Flying Coaster,Flying Coaster,Zipline
13,18,Merry Go Round,Swing Ride,Spinning Coaster
11,17,Go-Karts,Rapids Ride,Inverted Coaster
11,16,Flying Coaster,Bungee Jump,Spinning Coaster
12,16,Circus Train,Flying Coaster,Merry Go Round
14,18,Flying Coaster,Oz Theatre,Flying Coaster
13,17,Himalaya Ride,Dizzy Dropper,Flying Coaster
10,17,Merry Go Round,Kiddie Coaster,Flying Coaster
13,18,Flying Coaster,Flying Coaster,Spinning Coaster
11,17,Water Ride,Bumper Cars,Go-Karts
10,14,Flying Coaster,Rapids Ride,Flying Coaster
13,18,Superman Ride,Merry Go Round,Dizzy Dropper
13,17,Bumper Cars,Flying Coaster,Bumper Cars
12,16,Flying Coaster,Flying Coaster,Go-Karts
11,15,Zipline,Drop Tower,Spinning Coaster
10,15,Haunted House,Spiral Slide,Giant Wheel
14,18,Flying Coaster,Bumper Cars,Spiral Slide
11,17,Spinning Coaster,Superman Ride,Flying Coaster
13,18,Drop Tower,Flying Coaster,Merry Go Round
13,17,Flying Coaster,Flying Coaster,Merry Go Round
13,17,Spinning Coaster,Go-Karts,Spinning Coaster
13,17,Merry Go Round,Haunted House,Circus Train
13,18,Go-Karts,Bumper Cars,Superman Ride
13,18,Flying Coaster,Spinning Coaster,Merry Go Round
12,17,Circus Train,Haunted House,Giant Wheel
14,18,Rapids Ride,Rapids Ride,Free Fall
14,18,Spinning Coaster,Giant Wheel,Flying Coaster
12,16,Go-Karts,Spinning Coaster,Flying Coaster
10,18,Inverted Coaster,Giant Wheel,Spiral Slide
12,17,Merry Go Round,Go-Karts,Go-Karts
12,18,Merry Go Round,Zipline,Merry Go Round
12,16,Go-Karts,Circus Train,Giant Wheel
10,17,Zipline,Flying Coaster,Flying Coaster
12,17,Spinning Coaster,Flying Coaster,Giant Wheel
11,15,Merry Go Round,Oz Theatre,Flying Coaster
11,18,Go-Karts,Superman Ride,Free Fall
12,16,Inverted Coaster,Merry Go Round,Circus Train
10,17,Spinning Coaster,Haunted House,Go-Karts
13,17,Circus Train,Spinning Coaster,Giga Coaster
12,17,Kiddie Coaster,Flying Coaster,Haunted House
14,18,Merry Go Round,Go-Karts,Dizzy Dropper
12,18,Giant Wheel,Circus Train,Dizzy Dropper
11,15,Spinning Coaster,Go-Karts,Merry Go Round
13,18,Flying Coaster,Flying Coaster,Merry Go Round
11,18,Free Fall,Go-Karts,Bumper Cars
11,16,Flying Coaster,Himalaya Ride,Flying Coaster
10,14,Swing Ride,Circus Train,Swing Ride
12,17,Bumper Cars,Superman Ride,Drop Tower
11,18,Circus Train,Flying Coaster,Giant Wheel
14,18,Flying Coaster,Flying Coaster,Flying Coaster
12,18,Flying Coaster,Flying Coaster,Merry Go Round
12,18,Bungee Jump,Merry Go Round,Flying Coaster
11,18,Kiddie Coaster,Flying Coaster,Spinning Coaster
13,18,Inverted Coaster,Bumper Cars,Bumper Cars
13,17,Go-Karts,Bungee Jump,Flying Coaster
10,15,Flying Coaster,Circus Train,Go-Karts
13,17,Circus Train,Merry Go Round,Haunted House
12,17,Rapids Ride,Giant Wheel,Bungee Jump
10,18,Spinning Coaster,Giant Wheel,Superman Ride
12,16,Kiddie Coaster,Spinning Coaster,Flying Coaster
12,16,Circus Train,Inverted Coaster,Dizzy Dropper
13,17,Haunted House,Flying Coaster,Roller Coaster
11,17,Flying Coaster,Rapids Ride,Bumper Cars
13,17,Flying Coaster,Merry Go Round,Flying Coaster
13,18,Merry Go Round,Giant Wheel,Himalaya Ride
12,18,Haunted House,Inverted Coaster,Go-Karts
10,15,Go-Karts,Flying Coaster,Spinning Coaster
13,18,Go-Karts,Flying Coaster,Spinning Coaster
13,18,Flying Coaster,Flying Coaster,Flying Coaster
14,18,Flying Coaster,Swing Ride,Circus Train
14,18,Rapids Ride,Flying Coaster,Giant Wheel
10,18,Swing Ride,Water Ride,Go-Karts
10,18,Flying Coaster,Merry Go Round,Free Fall
14,18,Bumper Cars,Giant Wheel,Flying Coaster
11,15,Flying Coaster,Merry Go Round,Flying Coaster
10,16,Circus Train,Giga Coaster,Haunted House
13,18,Swing Ride,Rapids Ride,Crazy Dance
14,18,Dizzy Dropper,Merry Go Round,Giant Wheel
14,18,Giga Coaster,Haunted House,Rapids Ride
13,18,Water Ride,Bungee Jump,Haunted House
14,18,Circus Train,Haunted House,Bungee Jump
13,18,Go-Karts,Bungee Jump,Kiddie Coaster
13,18,Merry Go Round,Flying Coaster,Inverted Coaster
13,17,Oz Theatre,Oz Theatre,Go-Karts
11,16,Oz Theatre,Merry Go Round,Giant Wheel
10,18,Spiral Slide,Flying Coaster,Dizzy Dropper
12,16,Spinning Coaster,Flying Coaster,Inverted Coaster
11,16,Flying Coaster,Flying Coaster,Spinning Coaster
10,15,Merry Go Round,Flying Coaster,Flying Coaster
13,17,Merry Go Round,Kiddie Coaster,Go-Karts
11,15,Merry Go Round,Spiral Slide,Flying Coaster
14,18,Spinning Coaster,Zipline,Inverted Coaster
14,18,Flying Coaster,Circus Train,Merry Go Round
11,16,Free Fall,Spinning Coaster,Merry Go Round
11,17,Merry Go Round,Dizzy Dropper,Kiddie Coaster
13,18,Merry Go Round,Flying Coaster,Spinning Coaster
10,18,Flying Coaster,Swing Ride,Spiral Slide
11,15,Spinning Coaster,Dizzy Dropper,Merry Go Round
13,18,Flying Coaster,Flying Coaster,Water Ride
14,18,Flying Coaster,Kiddie Coaster,Circus Train
11,15,Bungee Jump,Flying Coaster,Rapids Ride
11,17,Giant Wheel,Spinning Coaster,Flying Coaster
10,17,Go-Karts,Merry Go Round,Go-Karts
12,17,Flying Coaster,Spinning Coaster,Flying Coaster
13,18,Flying Coaster,Flying Coaster,Giant Wheel
12,18,Swing Ride,Flying Coaster,Flying Coaster
13,18,Flying Coaster,Roller Coaster,Flying Coaster
10,14,Circus Train,Flying Coaster,Flying Coaster
14,18,Bungee Jump,Swing Ride,Free Fall
14,18,Kiddie Coaster,Spiral Slide,Flying Coaster
13,18,Merry Go Round,Free Fall,Spinning Coaster
11,17,Water Ride,Flying Coaster,Bungee Jump
13,18,Flying Coaster,Flying Coaster,Flying Coaster
10,18,Merry Go Round,Superman Ride,Drop Tower
13,17,Spinning Coaster,Bumper Cars,Haunted House
13,17,Merry Go Round,Rapids Ride,Flying Coaster
13,18,Swing Ride,Flying Coaster,Merry Go Round
10,14,Drop Tower,Giant Wheel,Oz Theatre
12,18,Flying Coaster,Giant Wheel,Flying Coaster
13,18,Spinning Coaster,Merry Go Round,Go-Karts
12,17,Flying Coaster,Free Fall,Flying Coaster
11,15,Spinning Coaster,Flying Coaster,Go-Karts
12,16,Spinning Coaster,Giant Wheel,Go-Karts
13,17,Spinning Coaster,Flying Coaster,Flying Coaster
10,17,Himalaya Ride,Merry Go Round,Go-Karts
10,16,Giant Wheel,Flying Coaster,Flying Coaster
14,18,Go-Karts,Kiddie Coaster,Bungee Jump
10,15,Bumper Cars,Merry Go Round,Spinning Coaster
12,18,Haunted House,Merry Go Round,Go-Karts
13,17,Water Ride,Flying Coaster,Drop Tower
14,18,Flying Coaster,Circus Train,Flying Coaster
14,18,Bungee Jump,Spinning Coaster,Flying Coaster
13,18,Spinning Coaster,Free Fall,Superman Ride
13,17,Giant Wheel,Water Ride,Spinning Coaster
13,18,Oz Theatre,Bumper Cars,Flying Coaster
14,18,Flying Coaster,Flying Coaster,Go-Karts
11,15,Inverted Coaster,Giant Wheel,Go-Karts
10,15,Bumper Cars,Merry Go Round,Spinning Coaster
11,17,Merry Go Round,Flying Coaster,Flying Coaster
10,17,Flying Coaster,Merry Go Round,Giant Wheel
10,18,Flying Coaster,Bumper Cars,Flying Coaster
10,15,Superman Ride,Merry Go Round,Water Ride
10,16,Bumper Cars,Bungee Jump,Merry Go Round
13,17,Giant Wheel,Flying Coaster,Flying Coaster
10,17,Flying Coaster,Merry Go Round,Merry Go Round
11,18,Giga Coaster,Flying Coaster,Haunted House
11,15,Bungee Jump,Superman Ride,Spinning Coaster
14,18,Flying Coaster,Drop Tower,Drop Tower
14,18,Flying Coaster,Spinning Coaster,Giant Wheel
12,17,Oz Theatre,Crazy Dance,Merry Go Round
14,18,Flying Coaster,Merry Go Round,Spiral Slide
14,18,Spinning Coaster,Flying Coaster,Oz Theatre
10,17,Bungee Jump,Merry Go Round,Flying Coaster
14,18,Flying Coaster,Drop Tower,Bungee Jump
14,18,Merry Go Round,Himalaya Ride,Flying Coaster
10,17,Drop Tower,Flying Coaster,Circus Train
13,17,Go-Karts,Haunted House,Spinning Coaster
12,17,Rapids Ride,Merry Go Round,Bungee Jump
12,18,Go-Karts,Kiddie Coaster,Superman Ride
12,17,Roller Coaster,Flying Coaster,Go-Karts
12,18,Kiddie Coaster,Flying Coaster,Merry Go Round
13,17,Water Ride,Flying Coaster,Bungee Jump
12,16,Rapids Ride,Superman Ride,Giant Wheel
11,18,Inverted Coaster,Flying Coaster,Flying Coaster
12,16,Flying Coaster,Free Fall,Flying Coaster
12,16,Go-Karts,Flying Coaster,Flying Coaster
13,18,Spinning Coaster,Go-Karts,Merry Go Round
12,18,Flying Coaster,Spinning Coaster,Flying Coaster
13,18,Dizzy Dropper,Go-Karts,Giant Wheel
12,16,Giant Wheel,Circus Train,Flying Coaster
14,18,Zipline,Dizzy Dropper,Bumper Cars
10,16,Superman Ride,Roller Coaster,Merry Go Round
11,16,Go-Karts,Go-Karts,Flying Coaster
13,17,Flying Coaster,Superman Ride,Bumper Cars
13,17,Spinning Coaster,Giant Wheel,Rapids Ride
14,18,Merry Go Round,Go-Karts,Free Fall
11,18,Flying Coaster,Go-Karts,Spinning Coaster
10,16,Go-Karts,Flying Coaster,Free Fall
10,17,Flying Coaster,Flying Coaster,Flying Coaster
13,17,Oz Theatre,Spinning Coaster,Flying Coaster
11,17,Rapids Ride,Spiral Slide,Merry Go Round
13,17,Merry Go Round,Himalaya Ride,Flying Coaster
13,17,Flying Coaster,Merry Go Round,Giant Wheel
11,17,Water Ride,Kiddie Coaster,Flying Coaster
12,17,Go-Karts,Go-Karts,Spinning Coaster
10,14,Go-Karts,Flying Coaster,Go-Karts
14,18,Haunted House,Flying Coaster,Inverted Coaster
10,15,Haunted House,Bungee Jump,Go-Karts
14,18,Drop Tower,Go-Karts,Flying Coaster
12,18,Superman Ride,Kiddie Coaster,Circus Train
10,15,Flying Coaster,Flying Coaster,Merry Go Round
10,14,Bungee Jump,Flying Coaster,Go-Karts
13,18,Rapids Ride,Giant Wheel,Go-Karts
14,18,Flying Coaster,Oz Theatre,Superman Ride
13,17,Flying Coaster,Flying Coaster,Giant Wheel
13,18,Superman Ride,Flying Coaster,Go-Karts
11,17,Kiddie Coaster,Flying Coaster,Merry Go Round
14,18,Kiddie Coaster,Bungee Jump,Kiddie Coaster
14,18,Drop Tower,Superman Ride,Circus Train
12,16,Swing Ride,Water Ride,Go-Karts
13,17,Flying Coaster,Spinning Coaster,Spinning Coaster
14,18,Inverted Coaster,Free Fall,Merry Go Round
12,18,Flying Coaster,Flying Coaster,Rapids Ride
12,16,Spiral Slide,Flying Coaster,Flying Coaster
11,17,Rapids Ride,Flying Coaster,Flying Coaster
14,18,Inverted Coaster,Flying Coaster,Circus Train
14,18,Oz Theatre,Flying Coaster,Merry Go Round
